平日ダイヤ 新白河駅 上り時刻表,,
6,なすの258,やまびこ
,25,59
,東京,東京
,1,1
7,やまびこ,やまびこ
,15,44
,東京,東京
,1,1
8,やまびこ,
,39,
,東京,
,1,
9,やまびこ50,やまびこ
,09,50
,東京,東京
,1,1
10,なすの,
,50,
,東京,
,1,
11,なすの,
,50,
,東京,
,1,
12,やまびこ,
,50,
,東京,
,1,
13,なすの,
,50,
,東京,
,1,
14,やまびこ,
,50,
,東京,
,1,
15,なすの,
,50,
,東京,
,1,
16,やまびこ,
,50,
,東京,
,1,
17,なすの,
,50,
,東京,
,1,
18,,
,,
,,
,,
19,やまびこ,
,18,
,東京,
,1,
20,やまびこ,
,19,
,東京,
,1,
21,やまびこ,やまびこ68
,27,58
,東京,東京
,1,1
