Aダイヤ 東京駅 下り時刻表,,,,
6,かがやき,はくたか,あさま,
,16,28,52,
,敦賀,金沢,長野,
,22,20,23,
7,かがやき,あさま,はくたか,
,20,24,52,
,敦賀,長野,金沢,
,22,23,22,
8,かがやき,はくたか,,
,11,41,,
,敦賀,金沢,,
,23,23,,
9,あさま,かがやき,はくたか,あさま
,4,20,32,44
,長野,敦賀,金沢,長野
,20,20,21,23
10,かがやき,はくたか,,
,22,33,,
,敦賀,金沢,,
,20,23,,
11,あさま,はくたか,,
,4,24,,
,長野,敦賀,,
,23,20,,
12,あさま,はくたか,,
,4,24,,
,長野,敦賀,,
,22,21,,
13,あさま,はくたか,,
,4,24,,
,長野,敦賀,,
,20,23,,
14,あさま,はくたか,,
,4,24,,
,長野,敦賀,,
,21,22,,
15,あさま,はくたか,あさま,
,4,24,52,
,長野,敦賀,長野,
,23,20,21,
16,かがやき,はくたか,あさま,
,24,32,52,
,敦賀,金沢,長野,
,21,20,23,
17,かがやき,あさま,,
,24,40,,
,敦賀,長野,,
,23,20,,
18,はくたか,かがやき,あさま,
,4,24,40,
,金沢,敦賀,長野,
,20,22,22,
19,はくたか,あさま,かがやき,
,4,32,56,
,金沢,長野,敦賀,
,20,20,21,
20,はくたか,あさま,,
,12,36,,
,金沢,長野,,
,21,20,,
21,かがやき,あさま,,
,4,28,,
,金沢,長野,,
,22,21,,
22,あさま,,,
,8,,,
,長野,,,
,22,,,
,,,,
