04時
"04:35,普通,高崎行き,当駅始発"
05時
"05:18,普通,宇都宮行き,当駅始発"
"05:39,普通,宇都宮行き,当駅始発"
"05:45,特急サンライズ出雲,東京行き,"
"05:45,特急サンライズ瀬戸,東京行き,"
06時
"06:04,普通,宇都宮行き,当駅始発"
"06:16,普通,小金井行き,"
"06:30,普通,宇都宮行き,"
"06:49,普通,小金井行き,当駅始発"
"06:57,普通,上野行き,"
07時
"07:13,普通,上野行き,"
"07:30,普通,上野行き,"
"07:54,普通,小金井行き,"
08時
"08:10,普通,宇都宮行き,当駅始発"
"08:23,普通,高崎行き,当駅始発"
"08:51,普通,小田原行き,"
09時
"09:09,普通,籠原行き,当駅始発"
"09:26,普通,宇都宮行き,当駅始発"
"09:39,普通,古河行き,当駅始発"
10時
"10:01,普通,小金井行き,当駅始発"
"10:18,普通,宇都宮行き,当駅始発"
"10:37,普通,古河行き,当駅始発"
11時
"11:04,普通,小金井行き,当駅始発"
"11:30,踊り子,東京行き,"
"11:34,普通,高崎行き,当駅始発"
"11:52,普通,高崎行き,当駅始発"
12時
"12:06,普通,宇都宮行き,当駅始発"
"12:31,普通,高崎行き,当駅始発"
"12:49,普通,高崎行き,当駅始発"
13時
"13:10,普通,小金井行き,当駅始発"
"13:32,踊り子,東京行き,"
"13:35,普通,高崎行き,当駅始発"
"13:48,普通,高崎行き,当駅始発"
14時
"14:09,普通,小金井行き,当駅始発"
"14:30,踊り子,東京行き,"
"14:33,普通,籠原行き,当駅始発"
"14:50,普通,高崎行き,当駅始発"
15時
"15:00,普通,宇都宮行き,当駅始発"
"15:26,普通,宇都宮行き,当駅始発"
"15:31,サフィール踊り子,東京行き,"
"15:49,普通,高崎行き,当駅始発"
16時
"16:06,普通,小金井行き,当駅始発"
"16:21,普通,古河行き,当駅始発"
"16:29,踊り子,東京行き,"
"16:46,普通,高崎行き,当駅始発"
17時
"17:07,普通,籠原行き,当駅始発"
"17:30,普通,高崎行き,当駅始発"
"17:51,普通,籠原行き,当駅始発"
18時
"18:11,普通,宇都宮行き,"
"18:40,普通,宇都宮行き,"
"18:55,普通,宇都宮行き,当駅始発"
19時
"19:09,普通,籠原行き,"
"19:26,普通,小金井行き,"
"19:42,普通,小金井行き,当駅始発"
20時
"20:03,普通,宇都宮行き,当駅始発"
"20:18,普通,籠原行き,当駅始発"
"20:35,普通,小金井行き,"
"20:56,普通,宇都宮行き,"
21時
"21:26,普通,宇都宮行き,当駅始発"
"21:40,普通,東京行き,当駅始発"
22時
"22:09,普通,東京行き,当駅始発"
"22:20,普通,品川行き,"
"22:35,普通,品川行き,当駅始発"
23時
"23:07,普通,国府津行き,当駅始発"
