平日ダイヤ 福井駅 上り時刻表,,,,
6,かがやき,,,
,32,,,
,東京,,,
,11,,,
7,つるぎ62,かがやき,つるぎ64,
,08,44,57,
,富山,東京,金沢,
,11,11,11,
8,つるぎ,かがやき,つるぎ,
,24,32,52,
,富山,東京,富山,
,11,11,11,
9,つるぎ,かがやき,,
,28,39,,
,富山,東京,,
,11,11,,
10,つるぎ,はくたか,つるぎ,
,07,20,35,
,富山,東京,富山,
,11,11,11,
11,つるぎ,はくたか,つるぎ,
,05,20,35,
,金沢,東京,金沢,
,11,11,11,
12,つるぎ,はくたか,つるぎ,
,00,19,35,
,富山,東京,金沢,
,11,11,11,
13,つるぎ,はくたか,,
,03,20,,
,富山,東京,,
,11,11,,
14,つるぎ,はくたか,つるぎ,
,02,09,32,
,富山,東京,金沢,
,11,11,11,
15,つるぎ,かがやき,,
,03,22,,
,富山,東京,,
,11,11,,
16,つるぎ,かがやき,,
,02,22,,
,富山,東京,,
,11,11,,
17,つるぎ,つるぎ,かがやき,つるぎ
,01,25,31,59
,富山,金沢,東京,富山
,11,11,11,11
18,つるぎ,かがやき,,
,26,54,,
,富山,東京,,
,11,11,,
19,つるぎ,つるぎ,,
,00,27,,
,金沢,富山,,
,11,11,,
20,つるぎ,かがやき,つるぎ,
,00,33,40,
,富山,東京,金沢,
,11,11,11,
21,つるぎ,,,
,04,,,
,富山,,,
,11,,,
22,つるぎ,つるぎ,,
,03,49,,
,富山,富山,,
,11,11,,
