Aダイヤ 広島駅 上り時刻表,,,,,,,
5,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
6,のぞみ(当駅始発),ひかり500,のぞみ(当駅始発),のぞみ(当駅始発),こだま,,
,0,20,26,45,49,,
,東京,東京,東京,東京,新大阪,,
,14,14,14,14,13,,
7,のぞみ,ひかり590,のぞみ(当駅始発),のぞみ(当駅始発),こだま,のぞみ,のぞみ(当駅始発)
,8,12,18,30,39,43,57
,東京,岡山,東京,東京,岡山,東京,東京
,14,14,13,14,14,14,13
8,こだま,のぞみ(当駅始発),さくら,のぞみ,こだま,のぞみ,みずほ
,2,6,10,22,38,43,56
,新大阪,東京,新大阪,東京,新大阪,東京,新大阪
,13,14,14,14,13,14,14
9,のぞみ,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,みずほ
,7,12,18,33,38,43,56
,東京,東京,東京,新大阪,岡山,東京,新大阪
,14,14,14,14,13,14,14
10,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,みずほ,
,3,18,33,38,43,56,
,東京,東京,新大阪,岡山,東京,新大阪,
,13,14,14,13,14,14,
11,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,さくら,
,3,18,33,38,43,53,
,東京,東京,新大阪,岡山,東京,新大阪,
,13,14,14,13,14,14,
12,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,みずほ,
,3,18,33,38,43,56,
,東京,東京,新大阪,岡山,東京,新大阪,
,13,14,14,13,14,14,
13,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,,
,3,18,33,38,43,,
,東京,東京,新大阪,岡山,東京,,
,13,14,14,13,14,,
14,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,,
,3,18,33,38,43,,
,東京,東京,新大阪,新大阪,東京,,
,13,14,14,13,14,,
15,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,,
,3,18,33,38,43,,
,東京,東京,新大阪,新大阪,東京,,
,13,14,14,13,14,,
16,のぞみ,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,さくら
,3,12,22,33,38,43,53
,東京,東京,東京,新大阪,新大阪,東京,新大阪
,14,13,14,14,13,14,14
17,のぞみ,のぞみ(当駅始発),のぞみ,さくら,こだま,のぞみ,さくら
,3,12,22,33,38,43,53
,東京,東京,東京,新大阪,新大阪,東京,新大阪
,14,13,14,14,13,14,14
18,のぞみ,のぞみ,さくら,こだま,のぞみ,さくら,
,3,18,33,38,43,53,
,東京,東京,新大阪,新大阪,東京,新大阪,
,14,14,14,13,14,14,
19,のぞみ,こだま,のぞみ,みずほ,のぞみ,さくら,こだま
,6,10,21,29,43,53,57
,東京,岡山,東京,新大阪,東京,新大阪,新大阪
,14,13,14,14,14,14,13
20,のぞみ,みずほ,のぞみ270,みずほ,こだま870,,
,1,17,37,50,58,,
,東京,新大阪,名古屋,新大阪,新大阪,,
,14,14,14,14,13,,
21,のぞみ272,さくら,こだま872,ひかり592,,,
,3,25,42,59,,,
,名古屋,新大阪,岡山,新大阪,,,
,14,14,14,14,,,
22,みずほ,こだま874,こだま876,,,,
,12,23,58,,,,
,新大阪,岡山,福山,,,,
,14,13,14,,,,
