Aダイヤ 岡山駅 上り時刻表,,,,,,,,
6,こだま,こだま,みずほ,,,,,
,10,31,51,,,,,
,博多,博多,鹿児島中央,,,,,
,21,21,22,,,,,
7,ひかり,さくら,こだま,さくら,こだま,のぞみ271,,
,02,15,19,39,50,56,,
,博多,鹿児島中央,博多,鹿児島中央,博多,博多,,
,21,22,21,22,21,22,,
8,みずほ,こだま,ひかり,みずほ,のぞみ273,さくら,こだま,
,09,20,24,35,42,49,52,
,鹿児島中央,広島,博多,鹿児島中央,博多,鹿児島中央,博多,
,22,21,22,22,22,22,21,
9,のぞみ99,のぞみ,ひかり,のぞみ,さくら,のぞみ,こだま,ひかり
,04,10,14,26,42,47,50,54
,博多,博多,広島,博多,鹿児島中央,博多,博多,広島
,22,22,21,22,22,22,21,22
10,のぞみ,さくら,のぞみ,みずほ,のぞみ,こだま,,
,06,11,26,40,47,50,,
,博多,鹿児島中央,博多,鹿児島中央,博多,博多,,
,22,22,22,22,22,21,,
11,のぞみ,さくら,のぞみ,のぞみ,のぞみ,こだま,,
,03,10,21,26,48,50,,
,博多,鹿児島中央,広島,博多,博多,博多,,
,22,22,22,22,22,21,,
12,のぞみ,さくら,のぞみ,のぞみ,こだま,,,
,06,10,26,48,50,,,
,広島,鹿児島中央,博多,博多,博多,,,
,22,22,22,22,21,,,
13,のぞみ,さくら,のぞみ,のぞみ,こだま,,,
,06,11,26,48,50,,,
,広島,鹿児島中央,博多,博多,博多,,,
,22,22,22,22,21,,,
14,のぞみ,さくら,のぞみ,のぞみ,こだま,,,
,06,11,26,47,50,,,
,広島,鹿児島中央,博多,博多,博多,,,
,22,22,22,22,21,,,
15,のぞみ,さくら,のぞみ,のぞみ,こだま,,,
,06,11,26,47,50,,,
,広島,鹿児島中央,博多,博多,博多,,,
,22,22,22,22,21,,,
16,のぞみ,さくら,のぞみ,みずほ,のぞみ,こだま,,
,06,11,26,43,47,50,,
,広島,鹿児島中央,博多,鹿児島中央,博多,博多,,
,22,22,22,22,22,21,,
17,のぞみ,さくら,のぞみ,みずほ,のぞみ,こだま,,
,06,11,26,40,47,50,,
,広島,鹿児島中央,博多,鹿児島中央,博多,博多,,
,22,22,22,22,22,21,,
18,のぞみ,さくら,のぞみ,さくら,のぞみ,こだま,,
,06,11,26,32,47,50,,
,広島,鹿児島中央,博多,鹿児島中央,博多,博多,,
,22,22,22,22,22,21,,
19,のぞみ,さくら,のぞみ,こだま,みずほ,のぞみ,こだま,
,06,11,27,32,44,47,50,
,広島,鹿児島中央,博多,広島,鹿児島中央,博多,博多,
,22,22,22,22,22,22,21,
20,のぞみ,さくら,のぞみ,みずほ,のぞみ,こだま,,
,06,11,26,40,47,50,,
,博多,鹿児島中央,博多,鹿児島中央,博多,博多,,
,22,22,22,22,22,21,,
21,のぞみ,さくら,のぞみ,こだま,のぞみ,,,
,06,11,26,47,51,,,
,広島,熊本,博多,広島,広島,,,
,22,22,22,22,22,,,
22,のぞみ,のぞみ,こだま,のぞみ,,,,
,09,27,35,57,,,,
,博多,広島,広島,広島,,,,
,22,22,22,22,,,,
23,こだま,のぞみ,,,,,,
,03,14,,,,,,
,三原,広島,,,,,,
,22,22,,,,,,
