Aダイヤ 武蔵小杉駅 下り時刻表,
4,快速
,50
,中国勝山
,2
5,
,
,
,
6,
,
,
,
7,普通
,18
,津山
,2
8,
,
,
,
9,普通
,53
,津山
,2
10,
,
,
,
11,
,
,
,
12,普通
,49
,津山
,2
13,
,
,
,
14,
,
,
,
15,
,
,
,
16,普通
,54
,津山
,2
17,
,
,
,
18,普通
,48
,津山
,2
19,普通
,51
,津山
,2
20,
,
,
,
21,普通
,46
,中国勝山
,2
