Aダイヤ 新見駅 下り時刻表,,,
5,快速,普通,
,16,46,
,備後落合,米子,
,1,6,
6,普通,普通,
,10,59,
,出雲市,米子,
,6,6,
7,普通,特急サンライズ出雲,
,3,44,
,東城,出雲市,
,1,6,
8,特急やくも,,
,11,,
,出雲市,,
,6,,
9,特急やくも,,
,15,,
,出雲市,,
,6,,
10,特急やくも,,
,18,,
,出雲市,,
,6,,
11,普通,特急やくも,
,2,16,
,米子,出雲市,
,6,6,
12,特急やくも,,
,16,,
,出雲市,,
,6,,
13,普通,特急やくも,普通
,0,21,34
,備後落合,出雲市,米子
,1,6,6
14,特急やくも,,
,16,,
,出雲市,,
,6,,
15,特急やくも,,
,16,,
,出雲市,,
,6,,
16,特急やくも,普通,普通
,16,20,29
,出雲市,東城,米子
,6,1,6
17,特急やくも,,
,16,,
,出雲市,,
,6,,
18,特急やくも,普通,普通
,16,20,35
,出雲市,備後落合,米子
,6,1,6
19,特急やくも,,
,16,,
,出雲市,,
,6,,
20,特急やくも,,
,20,,
,出雲市,,
,6,,
21,特急やくも,普通,普通
,19,53,59
,出雲市,東城,米子
,6,1,6
22,特急やくも,,
,23,,
,出雲市,,
,6,,
