Aダイヤ 天王寺駅 上り時刻表,,,,,,,,,,,,,
4,普通,,,,,,,,,,,,
22,快速,普通,快速,普通,快速,,,,,,,,
,05,15,25,33,46,,,,,,,,
,ＪＲ難波,ＪＲ難波,ＪＲ難波,ＪＲ難波,ＪＲ難波,,,,,,,,
,17,17,17,17,17,,,,,,,,
23,普通,普通,,,,,,,,,,,
,02,27,,,,,,,,,,,
,ＪＲ難波,ＪＲ難波,,,,,,,,,,,
,17,17,,,,,,,,,,,
0,普通,普通,,,,,,,,,,,
,01,17,,,,,,,,,,,
,ＪＲ難波,ＪＲ難波,,,,,,,,,,,
,17,17,,,,,,,,,,,
