土休日ダイヤ 大阪駅 下り時刻表,,,,,,,,,,,,,,,,,,
18,新快速,普通,特急はまかぜ,快速,普通,新快速,普通,快速,普通,新快速,普通,快速,普通,新快速,普通,快速,普通,
,0,0,4,7,8,15,15,22,23,30,30,37,38,45,45,52,53,
,姫路,新三田,豊岡,姫路,西明石,播州赤穂,新三田,姫路方面網干,西明石,姫路方面網干,新三田,姫路方面網干,西明石,播州赤穂,新三田,姫路,西明石,
,5,6,4,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
19,新快速,普通,特急ｽｰﾊﾟｰはくと,快速,普通,新快速,普通,快速,普通,新快速,普通,快速,普通,新快速,普通,快速,普通,
,0,0,6,7,8,15,15,22,23,30,30,37,38,45,45,52,53,
,姫路,新三田,倉吉,姫路方面網干,西明石,播州赤穂,新三田,姫路,西明石,姫路方面網干,新三田,姫路方面網干,西明石,播州赤穂,新三田,姫路方面網干,西明石,
,5,6,3,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
20,新快速,普通,快速,普通,新快速,普通,快速,普通,新快速,普通,特急ｽｰﾊﾟｰはくと,快速,普通,新快速,普通,快速,普通,
,0,0,7,8,15,15,22,23,30,30,36,37,38,45,45,52,53,
,姫路方面網干,新三田,姫路方面網干,西明石,播州赤穂,新三田,姫路,西明石,姫路,新三田,鳥取,姫路,西明石,姫路,新三田,播州赤穂,西明石,
,5,6,5,6,5,6,5,6,5,6,3,5,6,5,6,5,6,
21,新快速,普通,快速,普通,新快速,普通,快速,普通,新快速,普通,快速,普通,,,,,,
,0,0,10,12,20,22,30,32,40,42,50,52,,,,,,
,姫路方面上郡,宝塚,神戸方面加古川,西明石,姫路方面網干,新三田,姫路方面網干,神戸,姫路方面上郡,新三田,播州赤穂,西明石,,,,,,
,5,6,5,6,5,6,5,6,5,6,5,6,,,,,,
22,新快速,普通,快速,普通,新快速,普通,快速,普通,新快速,普通,快速,普通,,,,,,
,0,2,10,12,20,22,30,32,40,42,50,52,,,,,,
,姫路方面網干,新三田,姫路方面網干,西明石,姫路,新三田,姫路方面上郡,西明石,姫路方面網干,新三田,姫路,西明石,,,,,,
,5,6,5,6,5,6,5,6,5,6,5,6,,,,,,
23,新快速,普通,快速,普通,新快速,普通,快速,普通,普通,,,,,,,,,
,0,2,10,12,20,20,34,38,50,,,,,,,,,
,姫路,新三田,姫路,西明石,姫路,新三田,姫路,宝塚,西明石,,,,,,,,,
,5,6,5,6,5,6,5,6,6,,,,,,,,,
0,新快速,普通,,,,,,,,,,,,,,,,
,0,4,,,,,,,,,,,,,,,,
,西明石,西明石,,,,,,,,,,,,,,,,
,5,6,,,,,,,,,,,,,,,,
