平日ダイヤ 糸崎駅 上り時刻表,,,,
5,普通,普通,,
,03,40,,
,吉永,岡山,,
,1,1,,
6,普通,普通,普通,
,17,44,52,
,岡山,和気,岡山,
,1,1,2,
7,普通,普通,普通,普通
,11,26,41,59
,岡山,岡山,相生,福山
,1,2,1,1
8,普通,普通,,
,28,55,,
,福山,岡山,,
,2,1,,
9,普通,,,
,32,,,
,相生,,,
,1,,,
10,普通,普通,,
,08,38,,
,岡山,福山,,
,2,2,,
11,普通,普通,普通,
,03,34,57,
,岡山,相生,岡山,
,2,2,2,
12,普通,普通,,
,17,58,,
,福山,岡山,,
,1,2,,
13,普通,普通,,
,32,57,,
,相生,福山,,
,2,2,,
14,普通,,,
,40,,,
,岡山,,,
,2,,,
15,普通,普通,普通,普通
,02,18,37,49
,播州赤穂,福山,姫路,岡山
,1,2,2,2
16,普通,普通,普通,
,11,26,45,
,岡山,岡山,播州赤穂,
,2,2,2,
17,普通,普通,普通,
,06,27,42,
,長船,岡山,姫路,
,2,2,2,
18,普通,普通,普通,普通
,02,21,38,55
,岡山,姫路,岡山,姫路
,2,1,2,1
19,普通,普通,,
,07,38,,
,日生,播州赤穂,,
,1,1,,
20,普通,普通,,
,17,39,,
,岡山,三石,,
,3,2,,
21,普通,普通,,
,03,31,,
,岡山,岡山,,
,2,2,,
22,普通,普通,,
,01,43,,
,岡山,岡山,,
,2,2,,
23,普通,,,
,36,,,
,福山,,,
,2,,,
