Aダイヤ 広島駅,,,,,,
5,普通,,,,,
,40,,,,,
,広,,,,,
,4,,,,,
6,普通,普通,普通,普通,,
,0,30,40,58,,
,広,広,坂,広,,
,3,7,7,5,,
7,普通,普通,普通,普通,,
,9,19,37,50,,
,坂,広,広,坂,,
,5,3,5,3,,
8,普通,普通,普通,普通,,
,5,21,36,53,,
,広,坂,広,広,,
,7,3,5,3,,
9,普通,快速,普通,,,
,14,29,40,,,
,呉,広,呉,,,
,7,3,7,,,
10,快速,普通,快速,普通,,
,0,10,30,40,,
,広,呉,広,呉,,
,7,3,3,7,,
11,快速,普通,快速,,,
,0,10,30,,,
,広,呉,広,,,
,3,7,3,,,
12,快速,普通,快速,,,
,0,10,30,,,
,広,呉,広,,,
,3,7,3,,,
13,快速,普通,快速,,,
,0,10,30,,,
,広,呉,広,,,
,3,7,3,,,
14,快速,普通,快速,,,
,0,10,30,,,
,広,呉,広,,,
,3,7,3,,,
15,快速,普通,快速,普通,,
,0,10,30,40,,
,広,呉,広,広,,
,3,7,3,7,,
16,快速,普通,快速,普通,,
,0,10,30,40,,
,安浦,呉,広,広,,
,3,7,5,5,,
17,快速,普通,普通,快速,普通,普通
,0,10,20,30,40,50
,糸崎,広,坂,広,糸崎,坂
,3,5,5,5,5,3
18,快速,普通,普通,快速,普通,普通
,0,10,20,30,40,50
,広,広,坂,広,広,坂
,3,5,3,5,3,5
19,快速,普通,普通,快速,普通,
,0,10,20,30,40,
,広,広,坂,糸崎,広,
,5,3,5,3,3,
20,普通,快速,普通,普通,快速,
,0,10,20,35,52,
,坂,広,広,坂,広,
,3,5,5,3,3,
21,普通,快速,普通,,,
,10,30,45,,,
,呉,広,広,,,
,3,3,5,,,
22,普通,普通,,,,
,11,35,,,,
,広,広,,,,
,5,5,,,,
23,普通,普通,普通,,,
,2,23,43,,,
,広,広,広,,,
,5,3,5,,,
