土休日ダイヤ 三原駅 下り時刻表
5,普通
,42
,広島
,2
6,普通,普通,普通
,12,25,46
,岩国,広島,岩国
,2,2,2
7,普通,普通
,23,41
,岩国,岩国
,2,2
8,普通,普通
,10,43
,岩国,岩国
,2,2
9,普通
,57
,大野浦
,2
10,普通
,58
,大野浦
,2
11,普通
,58
,大野浦
,2
12,普通
,58
,大野浦
,2
13,普通
,58
,広島
,2
14,普通
,58
,大野浦
,2
15,普通
,43
,南岩国
,2
16,普通,普通
,14,55
,岩国,広島
,2,2
17,普通,普通
,29,59
,岩国,岩国
,2,2
18,普通
,36
,岩国
,2
19,普通,普通
,13,43
,広島,岩国
,2,2
20,普通
,22
,岩国
,2
21,普通
,24
,岩国
,2
22,普通
,23
,五日市
,2
