Aダイヤ 静岡駅 下り時刻表,,,,,,,
4,特急サンライズ瀬戸 出雲,,,,,,
,40,,,,,,
,東京,,,,,,
,1,,,,,,
5,普通(当駅始発),普通(当駅始発),普通(当駅始発),,,,
,1,26,55,,,,
,沼津,熱海,三島,,,,
,1,2,1,,,,
6,普通,普通,普通,,,,
,27,38,52,,,,
,熱海,三島,興津,,,,
,1,1,1,,,,
7,ホームライナー沼津(当駅始発),普通,普通,普通,普通,普通,普通
,0,6,24,37,44,50,57
,沼津,三島,沼津,熱海,興津,三島,沼津
,2,2,1,2,1,1,1
8,普通,特急ふじかわ(当駅始発),普通,普通,普通,普通,
,7,17,22,35,44,52,
,熱海,甲府,興津,沼津,興津,熱海,
,2,2,2,2,2,1,
9,普通,普通,普通,普通,普通,特急ふじかわ(当駅始発),普通
,7,13,23,32,40,45,52
,熱海,興津,沼津,三島,興津,甲府,沼津
,1,1,1,2,1,2,1
10,普通(当駅始発),普通(当駅始発),普通,普通,普通,普通(当駅始発),
,4,15,22,33,42,52,
,興津,沼津,興津,熱海,興津,三島,
,1,1,1,1,1,2,
11,普通(当駅始発),普通,普通,普通,普通,特急ふじかわ(当駅始発),普通(当駅始発)
,4,13,23,33,41,45,53
,興津,沼津,興津,三島,興津,甲府,熱海
,2,1,1,2,1,2,1
12,普通,普通,普通,普通(当駅始発),普通,普通,
,3,12,22,33,43,55,
,興津,熱海,興津,三島,興津,熱海,
,1,1,1,2,1,1,
13,普通,普通(当駅始発),普通,普通,普通,特急ふじかわ(当駅始発),普通
,4,14,23,33,41,45,53
,興津,三島,興津,沼津,興津,甲府,熱海
,1,2,1,1,1,2,2
14,普通(当駅始発),普通,普通(当駅始発),普通,普通,普通(当駅始発),
,3,13,23,33,42,51,
,興津,熱海,興津,熱海,興津,熱海,
,1,1,2,2,2,1,
15,普通,普通,普通(当駅始発),普通,普通,特急ふじかわ(当駅始発),普通
,4,13,24,33,41,45,53
,興津,熱海,熱海,熱海,興津,甲府,三島
,1,1,2,1,1,2,1
16,普通(当駅始発),普通,普通,普通,普通,,
,3,18,30,36,46,,
,熱海,興津,熱海,熱海,興津,,
,2,1,1,1,1,,
17,普通,普通,普通,普通,特急ふじかわ(当駅始発),普通,
,0,10,24,34,45,52,
,熱海,沼津,熱海,熱海,甲府,熱海,
,1,1,1,1,2,1,
18,ホームライナー沼津(当駅始発),普通,普通,普通,普通,,
,0,8,24,36,45,,
,沼津,熱海,沼津,熱海,熱海,,
,2,2,1,1,1,,
19,ホームライナー沼津(当駅始発),普通,普通,普通(当駅始発),特急ふじかわ(当駅始発),普通,
,0,7,23,33,45,47,
,沼津,三島,熱海,三島,甲府,興津,
,1,1,1,2,2,1,
20,普通(当駅始発),ホームライナー沼津(当駅始発),普通,普通,普通(当駅始発),,
,4,20,23,36,52,,
,熱海,沼津,三島,熱海,三島,,
,1,2,1,1,2,,
21,普通(当駅始発),普通(当駅始発),ホームライナー沼津(当駅始発),普通,普通(当駅始発),,
,0,14,36,38,55,,
,興津,熱海,沼津,三島,御殿場,,
,2,2,2,1,1,,
22,普通,普通(当駅始発),普通(当駅始発),,,,
,12,25,42,,,,
,三島,興津,三島,,,,
,1,2,2,,,,
23,普通(当駅始発),普通(当駅始発),,,,,
,17,44,,,,,
,沼津,沼津,,,,,
,1,1,,,,,
