Aダイヤ 米子駅 下り時刻表,,
5,,
,,
,,
,,
6,普通,
,18,
,境港,
,0,
7,普通,
,30,
,境港,
,0,
8,,
,,
,,
,,
9,普通,
,33,
,境港,
,0,
10,,
,,
,,
,,
11,普通,
,34,
,境港,
,0,
12,普通,
,37,
,境港,
,0,
13,普通,
,37,
,境港,
,0,
14,普通,
,38,
,境港,
,0,
15,普通,
,40,
,境港,
,0,
16,普通,
,41,
,境港,
,0,
17,普通,
,44,
,境港,
,0,
18,普通,
,51,
,境港,
,0,
19,普通,
,51,
,境港,
,0,
20,普通,
,54,
,境港,
,0,
21,普通,
,58,
,境港,
,0,
22,,
,,
,,
,,
