平日ダイヤ 新白河駅 下り時刻表
6,普通
,07
,郡山
,7
7,普通,普通
,04,37
,福島,郡山
,7,7
8,普通
,42
,郡山
,7
9,普通
,51
,郡山
,7
10,普通
,50
,郡山
,7
11,普通
,54
,郡山
,7
12,普通
,50
,郡山
,7
13,普通
,56
,郡山
,7
14,普通
,58
,郡山
,7
15,普通
,51
,郡山
,7
16,普通
,44
,郡山
,7
17,普通,普通
,31,57
,郡山,郡山
,7,7
18,普通
,43
,福島
,7
19



20,普通,普通
,06,55
,郡山,郡山
,7,7
21,普通
,31
,郡山
,7
22,普通
,21
,福島
,7
