Aダイヤ 福島駅 下り時刻表,,
6,普通,
,16,
,仙台,
,4,
7,普通,普通
,03,18
,仙台,藤田
,4,3
8,普通,普通
,06,36
,仙台,白石
,4,2
9,普通,
,34,
,白石,
,2,
10,普通,
,40,
,白石,
,4,
11,普通,
,40,
,白石,
,4,
12,普通,
,39,
,白石,
,4,
13,普通,
,42,
,白石,
,4,
14,普通,
,40,
,白石,
,4,
15,普通,
,43,
,仙台,
,4,
16,普通,
,38,
,仙台,
,3,
17,普通,
,40,
,仙台,
,3,
18,普通,普通
,13,40
,藤田,仙台
,4,4
19,普通,
,43,
,仙台,
,3,
20,普通,
,58,
,仙台,
,2,
21,,
,,
,,
,,
22,普通,
,01,
,仙台,
,3,
23,普通,
,29,
,藤田,
,4,
