,05,08,09,15,18,19,25,28,29,38,39,45,48,49,55,58,59
,鬼怒川温泉,南栗橋,東武動物公園,太田,久喜,北越谷,東武日光,南栗橋,館林,久喜,南栗橋,赤城,南栗橋,北春日部,春日部,久喜,館林
,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
19,急行,区間準急,りょうもう,急行,区間準急,リバティけごん,急行,区間準急,急行,区間準急,リバティりょうもう,急行,区間準急,急行,区間急行
,08,09,15,18,19,25,28,29,38,39,45,48,49,58,59
,南栗橋,南栗橋,赤城,久喜,北越谷,東武日光,南栗橋,久喜,久喜,南栗橋,伊勢崎,南栗橋,北越谷,久喜,館林
,1,1,1,1,1,3,3,1,1,1,3,3,1,1,1
20,リバティけごん,急行,区間準急,りょうもう,準急,区間準急,急行,区間準急,準急,区間準急,リバティりょうもう,急行,区間準急,急行,普通
,05,08,09,15,18,19,28,29,38,39,45,48,49,58,59
,東武日光,南栗橋,北越谷,赤城,久喜,館林,南栗橋,北春日部,北越谷,南栗橋,葛生,南栗橋,館林,久喜,北千住
,3,3,1,1,1,1,1,1,1,1,3,3,1,1,1
21,けごん,準急,普通,リバティりょうもう,急行,区間準急,スカイツリーライナー,急行,普通,準急,普通,りょうもう,準急,普通,準急,区間急行
,05,08,09,15,18,19,25,28,29,38,39,45,48,49,58,59
,東武日光,南栗橋,北千住,赤城,久喜,館林,春日部,南栗橋,北千住,南栗橋,北千住,太田,南栗橋,北千住,南栗橋,館林
,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1
22,リバティけごん,準急,普通,準急,区間準急,リバティりょうもう,準急,普通,準急,普通,準急,区間急行,準急
,05,08,09,18,19,25,28,30,38,39,48,49,58
,新栃木,北越谷,北千住,南栗橋,館林,館林,南栗橋,北千住,北越谷,北千住,南栗橋,館林,南栗橋
,3,3,1,1,1,3,3,1,1,1,1,1,1
23,普通,区間急行,準急,普通,急行,普通,準急,普通,急行
,00,09,17,18,28,29,42,43,56
,北千住,館林,南栗橋,北千住,久喜,北千住,南栗橋,北千住,南栗橋
,1,1,1,1,1,1,1,1,1
0,区間準急,準急,普通
,00,16,17
,北春日部,北越谷,北千住
,1,1,1
