Aダイヤ 大宮駅 上り時刻表,
5,普通
,36
,川越
,21
6,普通,普通,快速
,04,25,49
,川越,川越,川越
,21,21,21
7,通勤快速,快速,通勤快速,快速
,04,20,34,49
,川越,川越,川越,川越
,21,21,21,21
8,通勤快速,快速,通勤快速
,05,20,40
,川越,川越,川越
,21,21,21
9,快速,通勤快速,通勤快速,通勤快速
,00,17,38,55
,川越,川越,川越,川越
,21,21,21,21
10,快速,快速,快速
,14,34,51
,川越,川越,川越
,21,21,21
11,快速,快速,快速
,11,31,51
,川越,川越,川越
,21,21,21
12,快速,快速,快速
,11,31,51
,川越,川越,川越
,21,21,21
13,快速,快速,快速
,11,31,51
,川越,川越,川越
,21,21,21
14,快速,快速,快速
,11,31,51
,川越,川越,川越
,21,21,21
15,快速,快速,快速
,11,31,51
,川越,川越,川越
,21,21,21
16,快速,快速,快速
,11,31,51
,川越,川越,川越
,21,21,21
17,快速,通勤快速,通勤快速
,11,31,51
,川越,川越,川越
,21,21,21
18,通勤快速,普通,通勤快速,通勤快速
,11,21,31,51
,川越,川越,川越,川越
,21,21,21,21
19,通勤快速,普通,通勤快速,通勤快速
,11,21,31,51
,川越,川越,川越,川越
,21,21,21,21
20,通勤快速,普通,通勤快速,通勤快速
,11,21,31,51
,川越,川越,川越,川越
,21,21,21,21
21,通勤快速,普通,通勤快速,通勤快速
,11,22,31,50
,川越,川越,川越,川越
,21,21,21,21
22,普通,通勤快速,普通,通勤快速,普通,通勤快速
,01,11,21,31,41,51
,川越,川越,川越,川越,川越,川越
,21,21,21,21,21,21
23,普通,通勤快速,普通,普通
,02,15,28,45
,川越,川越,川越,川越
,21,21,21,21
0,普通,普通,普通
,02,14,27
,川越,川越,川越
,21,21,21
