Aダイヤ 武蔵小杉駅 下り時刻表,
4,普通
,40
,久里浜
,3
5,普通,普通
,13,43
,久里浜,逗子
,3,3
6,普通,普通,普通,普通
,04,19,33,51
,逗子,久里浜,久里浜,久里浜
,3,3,3,3
7,快速,普通,普通,普通,普通,普通,普通,快速
,00,03,15,31,37,44,53,57
,平塚,久里浜,逗子,逗子,大船,逗子,逗子,平塚
,3,3,3,3,3,3,3,3
8,普通,普通,普通,普通,快速,普通,普通,普通,普通,快速,普通,普通,普通,快速,普通,普通,普通
,00,04,08,11,16,18,21,27,31,35,38,41,46,48,52,54,57
,大船,久里浜,大船,逗子,小田原,大船,逗子,大船,逗子,国府津,大船,逗子,大船,平塚,逗子,大船,逗子
,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9,快速,普通,普通,普通,普通,快速,普通,普通,普通,普通,快速,普通
,02,05,08,14,19,26,32,38,41,47,51,54
,国府津,大船,逗子,逗子,逗子,小田原,久里浜,大船,大船,逗子,国府津,大船
,3,3,3,3,3,3,3,3,3,3,3,3
10,普通,普通,普通,快速,普通,普通,普通,普通,快速,普通
,03,08,11,22,24,30,37,44,50,58
,逗子,大船,逗子,小田原,逗子,久里浜,逗子,逗子,平塚,逗子
,3,3,3,3,3,3,3,3,3,3
11,普通,普通,特別快速,普通,快速,普通,快速,普通
,07,12,19,26,37,43,50,55
,逗子,逗子,小田原,久里浜,逗子,逗子,平塚,逗子
,3,3,3,3,3,3,3,3
12,普通,普通,特別快速,普通,快速,普通,快速,普通
,07,11,20,26,37,43,50,55
,逗子,逗子,小田原,久里浜,逗子,逗子,平塚,逗子
,3,3,3,3,3,3,3,3
13,普通,普通,特別快速,普通,快速,普通,快速,普通
,07,11,19,26,37,44,50,55
,逗子,逗子,小田原,久里浜,逗子,逗子,平塚,逗子
,3,3,3,3,3,3,3,3
14,普通,普通,特別快速,普通,快速,普通,快速,普通
,07,13,19,26,37,43,50,55
,逗子,逗子,小田原,久里浜,逗子,逗子,国府津,逗子
,3,3,3,3,3,3,3,3
15,普通,普通,特別快速,普通,快速,普通,快速,普通
,07,12,19,26,37,42,50,55
,逗子,横須賀,小田原,久里浜,逗子,久里浜,平塚,逗子
,3,3,3,3,3,3,3,3
16,普通,普通,特別快速,普通,普通,快速,普通,快速,普通
,07,12,19,21,29,37,42,50,52
,逗子,逗子,小田原,久里浜,横須賀,逗子,久里浜,平塚,逗子
,3,3,3,3,3,3,3,3,3
17,普通,普通,普通,特別快速,普通,普通,快速,普通,快速,普通
,01,07,13,20,23,32,40,46,53,57
,久里浜,逗子,久里浜,小田原,久里浜,久里浜,逗子,逗子,平塚,久里浜
,3,3,3,3,3,3,3,3,3,3
18,普通,普通,普通,快速,普通,普通,快速,普通,快速,普通
,07,13,21,24,29,34,42,46,53,57
,逗子,久里浜,逗子,小田原,久里浜,横須賀,逗子,久里浜,小田原,久里浜
,3,3,3,3,3,3,3,3,3,3
19,普通,普通,普通,普通,快速,普通,普通,普通,普通,普通
,04,11,15,24,28,34,42,46,49,56
,久里浜,逗子,大船,久里浜,国府津,逗子,久里浜,大船,久里浜,逗子
,3,3,3,3,3,3,3,3,3,3
20,普通,快速,普通,普通,普通,快速,普通,普通,普通,快速,普通
,03,10,14,22,27,30,36,43,45,54,56
,久里浜,平塚,横須賀,逗子,久里浜,平塚,逗子,大船,久里浜,国府津,久里浜
,3,3,3,3,3,3,3,3,3,3,3
21,普通,普通,普通,快速,普通,普通,普通,普通,普通
,06,08,22,28,31,40,43,51,59
,大船,久里浜,逗子,小田原,久里浜,逗子,久里浜,大船,久里浜
,3,3,3,3,3,3,3,3,3
22,普通,普通,快速,普通,普通,普通,普通
,06,15,20,26,36,45,50
,逗子,久里浜,小田原,逗子,久里浜,大船,久里浜
,3,3,3,3,3,3,3
23,快速,普通,快速,普通,普通,普通
,04,06,18,22,41,53
,小田原,久里浜,国府津,久里浜,大船,逗子
,3,3,3,3,3,3
0,普通
,09
,大船
,3
