Aダイヤ 赤羽駅 上り時刻表,
5,普通,普通,普通,普通,普通
,10,22,38,47,59
,川越,大宮,川越,大宮,川越
,8,8,8,8,8
6,普通,普通,普通,快速,普通,普通,通勤快速,普通,快速
,08,17,21,28,34,38,46,49,56
,大宮,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,川越
,8,8,8,8,8,8,8,8,8
7,普通,普通,普通,普通,通勤快速,普通,快速,普通,普通,普通,通勤快速,普通,快速
,00,04,09,14,18,22,28,32,37,42,47,50,58
,武蔵浦和,大宮,武蔵浦和,大宮,川越,武蔵浦和,川越,大宮,武蔵浦和,大宮,川越,武蔵浦和,川越
,8,8,8,8,8,8,8,8,8,8,8,8,8
8,普通,普通,普通,普通,通勤快速,普通,快速,普通,普通,普通,普通
,01,06,12,19,24,27,33,36,42,50,54
,大宮,武蔵浦和,大宮,大宮,川越,大宮,川越,武蔵浦和,大宮,大宮,大宮
,8,8,8,8,8,8,8,8,8,8,8
9,通勤快速,普通,普通,普通,普通,通勤快速,普通,普通,通勤快速,普通,快速,普通,普通
,00,04,07,11,16,20,26,35,39,43,50,53,57
,川越,武蔵浦和,大宮,大宮,大宮,川越,大宮,大宮,川越,大宮,川越,大宮,大宮
,8,8,8,8,8,8,8,8,8,8,8,8,8
10,普通,普通,快速,普通,普通,快速,普通,普通,普通,快速,普通
,03,06,12,16,21,28,32,39,42,48,53
,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,大宮,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8,8,8
11,普通,快速,普通,普通,快速,普通,普通,快速,普通
,01,09,13,21,28,33,41,48,53
,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8
12,普通,快速,普通,普通,快速,普通,普通,快速,普通
,01,08,13,21,28,33,41,48,53
,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8
13,普通,快速,普通,普通,快速,普通,普通,快速,普通
,01,08,13,21,28,33,41,48,53
,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8
14,普通,快速,普通,普通,快速,普通,普通,快速,普通
,01,08,13,21,28,33,41,48,53
,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8
15,普通,快速,普通,普通,快速,普通,普通,快速,普通
,01,08,13,21,28,33,41,48,53
,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8
16,普通,快速,普通,普通,快速,普通,普通,快速,普通
,01,09,14,21,28,33,40,47,52
,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8
17,普通,普通,通勤快速,普通,普通,普通,通勤快速,普通,普通,普通,通勤快速,普通
,01,09,13,18,23,30,35,40,44,48,53,57
,大宮,大宮,川越,大宮,大宮,武蔵浦和,川越,大宮,川越,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8,8,8,8
18,普通,普通,通勤快速,普通,普通,普通,通勤快速,普通,普通,普通,通勤快速,普通
,03,08,13,18,23,28,33,38,43,48,53,58
,大宮,武蔵浦和,川越,大宮,大宮,武蔵浦和,川越,大宮,川越,武蔵浦和,川越,大宮
,8,8,8,8,8,8,8,8,8,8,8,8
19,普通,普通,通勤快速,普通,普通,普通,通勤快速,普通,普通,普通,通勤快速,普通
,03,08,13,18,23,28,33,38,43,48,53,58
,大宮,武蔵浦和,川越,大宮,大宮,武蔵浦和,川越,大宮,大宮,川越,川越,大宮
,8,8,8,8,8,8,8,8,8,8,8,8
20,普通,普通,通勤快速,普通,普通,通勤快速,普通,普通,通勤快速,普通
,04,09,14,18,28,33,38,48,53,58
,大宮,大宮,川越,大宮,大宮,川越,大宮,川越,川越,大宮
,8,8,8,8,8,8,8,8,8,8
21,普通,通勤快速,普通,普通,通勤快速,普通,普通,通勤快速,普通
,08,13,18,28,33,38,48,53,58
,大宮,川越,大宮,川越,川越,大宮,川越,川越,大宮
,8,8,8,8,8,8,8,8,8
22,普通,通勤快速,普通,普通,通勤快速,普通,普通,普通,通勤快速
,08,13,18,28,33,38,45,53,57
,川越,川越,大宮,川越,川越,大宮,大宮,川越,川越
,8,8,8,8,8,8,8,8,8
23,普通,普通,普通,普通,普通,普通
,04,14,22,32,43,52
,大宮,川越,大宮,川越,川越,大宮
,8,8,8,8,8,8
0,普通,普通,普通
,01,07,13
,川越,大宮,大宮
,8,8,8
