Aダイヤ 熱海駅 下り時刻表,,,,,
5,普通 東海道線,,,,
,32,,,,
,浜松,,,,
,3,,,,
6,普通 東海道線,普通 東海道線,,,
,18,49,,,
,島田,浜松,,,
,3,4,,,
7,普通 東海道線 10両,普通 東海道線,普通 東海道線 10両,,
,9,22,44,,
,沼津,浜松,沼津,,
,2,4,2,,
8,普通 東海道線,普通 東海道線,普通 東海道線,,
,2,23,47,,
,静岡,沼津,沼津,,
,3,3,3,,
9,普通 東海道線,普通 東海道線,普通 東海道線,,
,6,23,37,,
,島田,富士,島田,,
,3,3,3,,
10,普通 東海道線,普通 東海道線,特急踊り子3号,普通 東海道線,普通 東海道線
,0,16,25,33,51
,静岡,静岡,修善寺,島田,沼津
,3,3,2,3,3
11,普通 東海道線,普通 東海道線,普通 東海道線,,
,14,37,49,,
,静岡,静岡,沼津,,
,3,3,3,,
12,普通 東海道線,普通 東海道線,普通 東海道線,,
,8,35,56,,
,沼津,島田,沼津,,
,3,3,3,,
13,普通 東海道線,特急踊り子13号,普通 東海道線,普通 東海道線,
,14,25,33,55,
,沼津,修善寺,島田,島田,
,3,2,3,3,
14,普通 東海道線,普通 東海道線,普通 東海道線,,
,13,37,53,,
,浜松,浜松,島田,,
,3,3,3,,
15,普通 東海道線,普通 東海道線,普通 東海道線,,
,19,38,57,,
,浜松,浜松,島田,,
,3,3,3,,
16,普通 東海道線,普通 東海道線,普通 東海道線,,
,17,37,58,,
,浜松,島田,浜松,,
,3,3,3,,
17,普通 東海道線,普通 東海道線 10両,普通 東海道線,普通 東海道線,
,10,22,38,51,
,浜松,沼津,島田,浜松,
,3,2,3,3,
18,普通 東海道線,普通 東海道線 10両,普通 東海道線,普通 東海道線,
,7,21,39,55,
,浜松,沼津,島田,豊橋,
,3,2,3,3,
19,普通 東海道線,普通 東海道線,普通 東海道線 10両,普通 東海道線,
,11,25,41,49,
,静岡,島田,沼津,豊橋,
,3,3,2,3,
20,普通 東海道線,普通 東海道線,普通 東海道線,,
,10,27,49,,
,島田,浜松,島田,,
,3,3,3,,
21,普通 東海道線,普通 東海道線,普通 東海道線,,
,11,33,59,,
,沼津,静岡,沼津,,
,2,3,3,,
22,普通 東海道線,,,,
,37,,,,
,富士,,,,
,3,,,,
23,普通 東海道線 10両,特急サンライズ出雲,特急サンライズ瀬戸,,
,17,23,23,,
,沼津,出雲市,高松,,
,3,3,3,,
0,普通 東海道線 10両,,,,
,18,,,,
,沼津,,,,
,2,,,,
