Bダイヤ 京都駅 下り時刻表,,,,,,,,,,,,,
,橿原神宮前,大和西大寺,大和西大寺,橿原神宮前,奈良,大和西大寺,橿原神宮前,奈良,,,,,
,2,4,2,3,1,2,4,1,,,,,
23,急行,普通,急行,普通,急行,,,,,,,,
,0,6,22,30,41,,,,,,,,
,大和西大寺,新田辺,大和西大寺,大和西大寺,大和西大寺,,,,,,,,
,3,2,1,2,1,,,,,,,,
0,普通,,,,,,,,,,,,
,0,,,,,,,,,,,,
,新田辺,,,,,,,,,,,,
,1,,,,,,,,,,,,
