Aダイヤ 京都駅 下り時刻表,,,,,,,,,,,,,
,橿原神宮前,奈良,奈良,橿原神宮前,大和西大寺,大和西大寺,大和西大寺,奈良,奈良,,,,
,2,3,2,4,1,3,2,3,4,,,,
23,急行,普通,特急,急行,普通,急行,,,,,,,
,03,11,15,22,32,41,,,,,,,
,大和西大寺,大和西大寺,大和西大寺,大和西大寺,大和西大寺,大和西大寺,,,,,,,
,2,2,1,2,1,1,,,,,,,
0,普通,,,,,,,,,,,,
,00,,,,,,,,,,,,
,新田辺,,,,,,,,,,,,
,1,,,,,,,,,,,,
