Aダイヤ 新函館北斗駅 下り時刻表,,,
6,特急北斗,普通,
,21,24,
,札幌,森,
,2,3,
7,普通,普通,特急北斗
,24,49,57
,森,大沼公園,札幌
,2,2,2
8,普通,,
,52,,
,長万部,,
,2,,
9,特急北斗,,
,15,,
,札幌,,
,3,,
10,特急北斗,,
,23,,
,札幌,,
,3,,
11,特急北斗,普通,
,4,40,
,札幌,森,
,3,3,
12,特急北斗,,
,33,,
,札幌,,
,3,,
13,特急北斗,,
,50,,
,札幌,,
,3,,
14,普通,,
,51,,
,長万部,,
,2,,
15,特急北斗,,
,20,,
,札幌,,
,3,,
16,特急北斗,,
,58,,
,札幌,,
,3,,
17,普通,,
,28,,
,森,,
,2,,
18,特急北斗,,
,14,,
,札幌,,
,3,,
19,特急北斗,普通,
,1,23,
,札幌,森,
,3,2,
20,,,
,,,
,,,
,,,
21,,,
,,,
,,,
,,,
22,普通,,
,51,,
,森,,
,2,,
23,はこだてライナー,,
,38,,
,函館,,
,1,,
