Aダイヤ 新函館北斗駅 下り時刻表,
6,はやぶさ
,39
,東京
,11
7,はやぶさ
,38
,東京
,11
8,
,
,
,
9,はやぶさ
,35
,東京
,11
10,はやぶさ
,53
,東京
,11
11,
,
,
,
12,はやぶさ
,48
,東京
,11
13,はやぶさ
,39
,東京
,11
14,はやぶさ
,48
,東京
,11
15,
,
,
,
16,はやぶさ
,20
,東京
,11
17,はやぶさ
,26
,東京
,11
18,はやぶさ
,40
,東京
,11
19,はやぶさ
,41
,仙台
,11
20,はやて98号
,43
,盛岡
,11
21,はやて100号
,57
,新青森
,11
